ndc,year,name
004099045,2018,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE
004099046,2010,"0.5% BUPIVACAINE HCL AND EPINEPHRINE 1:200,000 INJECTION"
004099046,2015,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE
004099046,2018,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE
004099093,2010,FENTANYL CITRATE INJECTION
004099093,2018,FENTANYL CITRATE
004099094,2010,FENTANYL CITRATE INJECTION USP
004099094,2018,FENTANYL CITRATE
004099104,2010,DOPAMINE HYDROCHLORIDE INJECTION
004099104,2018,DOPAMINE HYDROCHLORIDE
004099137,2010,LIDOCAINE HYDROCHLORIDE INJECTION USP 1%
004099137,2018,LIDOCAINE HYDROCHLORIDE
004099157,2010,VITAMIN K1 INJECTION NEONATAL CONCENTRATION
004099157,2018,PHYTONADIONE
004099158,2010,VITAMIN K1 INJECTION
004099158,2018,PHYTONADIONE
004099257,2010,POTASSIUM CHLORIDE IN SODIUM CHLORIDE INJECTION
004099257,2018,SODIUM CHLORIDE AND POTASSIUM CHLORIDE
004099366,2015,ARTICAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE
004099366,2017,ARTICAINE HYDROCHLORIDE AND EPINEPHRINE
004099558,2010,ROCURONIUM BROMIDE INJECTION
004099558,2018,ROCURONIUM BROMIDE
004099629,2010,ATROPINE SULFATE INJECTION
004099629,2017,ATROPINE SULFATE
004099630,2010,ATROPINE SULFATE INJECTION
004099630,2018,ATROPINE SULFATE
004099631,2010,FUROSEMIDE INJECTION
004099631,2018,FUROSEMIDE
004099633,2010,VERAPAMIL HYDROCHLORIDE INJECTION
004099633,2018,VERAPAMIL HYDROCHLORIDE
004099786,2010,LIPOSYN II INTRAVENOUS FAT EMULSION
004099786,2015,"SAFFLOWER OIL, SOYBEAN OIL, AND EGG PHOSPHOLIPIDS"
004099789,2004,LIPOSYN II INJECTION 20%
004099789,2010,LIPOSYN II INJECTION
004099789,2015,"SAFFLOWER OIL, SOYBEAN OIL, AND EGG PHOSPHOLIPIDS"
004099790,2010,LIPOSYN III INJECTION
004099790,2015,"SOYBEAN OIL, EGG PHOSPHOLIPIDS, AND GLYCERIN"
004099791,2010,LIPOSYN III INJECTION 20%
004099791,2015,"SOYBEAN OIL, EGG PHOSPHOLIPIDS, AND GLYCERIN"
004203696,2009,NOVOLOG MIX FLEXPEN PREFILLED SYRINGE SUSPENSION FOR INJECTION
004203696,2010,NOVOLOG MIX 70/30 FLEXPEN SAMPLE PREFILLED SYRINGE KIT
004206339,2009,NOVOLOG FLEXPEN PREFILLED SYRINGE
004206339,2010,NOVOLOG FLEXPEN SAMPLE KIT
004206439,2009,LEVEMIR FLEXPEN SAMPLE KIT
004206439,2010,LEVEMIR FLEXPEN PREFILLED SYRINGE SAMPLE KIT
004207061,2005,NOVOSEVEN INJECTION
004207061,2010,NOVOSEVEN POWDER FOR INJECTION
004300111,2010,DORYX DELAYED RELEASE TABLETS
004300111,2011,DOXYCYCLINE HYCLATE
004300112,2010,DORYX DELAYED RELEASE TABLETS
004300112,2010,DORYX TABLETS DELAYED RELEASE
004300112,2011,DOXYCYCLINE HYCLATE
004300113,2010,DORYX DOXYCYCLINE HYCLATE DELAYED RELEASE TABLETS
004300113,2010,DORYX TABLETS DELAYED RELEASE
004300113,2011,DOXYCYCLINE HYCLATE
004300145,2010,FEMHRT TABLETS
004300145,2018,NORETHINDRONE ACETATE/ETHINYL ESTRADIOL
004300210,2010,SAFAREM TABLETS
004300210,2018,FLUOXETINE HYDROCHLORIDE
004300215,2010,SARAFEM FLUOXETINE HYDROCHLORIDE TABLETS
004300215,2010,SARAFEM TABLETS
004300215,2013,FLUOXETINE HYDROCHLORIDE
004300220,2010,SARAFEM TABLETS
004300220,2018,FLUOXETINE HYDROCHLORIDE
004300389,2007,FEMTRACE ESTRADIOL ACETATE TABLETS
004300389,2010,FEMTRACE TABLETS
004300389,2012,ESTRADIOL ACETATE
004300390,2007,FEMTRACE ESTRADIOL ACETATE TABLETS
004300390,2010,FEMTRACE TABLETS
004300390,2012,ESTRADIOL ACETATE
004300391,2010,FEMTRACE ESTRADIOL ACETATE TABLETS
004300391,2010,FEMTRACE TABLETS
004300391,2012,ESTRADIOL ACETATE
004300435,2004,SARAFEN TABLETS
004300435,2009,SARAFEM TABLETS
004300435,2010,SARAFEM CAPSULES
004300436,2009,SARAFEM TABLETS
004300436,2010,SARAFEM CAPSULES
004300482,2010,FEMCON FE TABLETS
004300482,2017,"NORETHINDRONE AND ETHINYL ESTRADIOL, AND FERROUS FUMARATE"
004300530,2010,LOESTRIN 24 FE TABLETS
004300530,2017,"NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL, AND FERROUS FUMARATE"
004300540,2017,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL CHEWABLE TABLETS AND FERROUS FUMARATE TABLETS
004300540,2018,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE
004300544,2010,FEMHRT TABLETS
004300544,2012,NORETHINDRONE ACETATE/ETHINYL ESTRADIOL
004300570,2010,ESTROSTEP TABLETS
004300570,2010,ESTROSTEP TABLETS 28 DAY REGIMEN KIT
004300570,2018,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE
004300580,2010,OVCON 35 TABLETS
004300580,2010,OVCON TABLETS
004300580,2017,NORETHINDRONE AND ETHINYL ESTRADIOL
004300581,2006,OVCON 35 CHEWABLE TABLETS
004300581,2006,OVCON 35 FE TABLETS
004300585,2010,OVCON 50 28 DAY TABLETS
004300585,2012,NORETHINDRONE AND ETHINYL ESTRADIOL
004300720,2010,ESTRACE TABLETS
004300720,2018,ESTRADIOL
004300721,2010,ESTRACE TABLETS
004300721,2018,ESTRADIOL
004300722,2010,ESTRACE TABLETS
004300722,2018,ESTRADIOL
004303020,2010,DOVONEX CREAM
004303020,2017,CALCIPOTRIENE
004303030,2010,DOVONEX SCALP SOLUTION
004303030,2017,CALCIPOTRIENE
004303230,2010,TACLONEX OINTMENT
004303230,2017,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE
004303240,2010,TACLONEX SCALP CALCIPOTRIENE AND BETAMETHSONE DIPROPIONATE TOPICAL SUSPENSION
004303240,2010,TACLONEX SCALP CALCIPOTRIENE AND BETAMETHSONE TOPICAL SUSPENSION
004303240,2017,CALCIPOTRIENE 0.005% AND BETAMETHASONE DIPROPIONATE 0.064%
004303754,2010,ESTRACE CREAM
004303754,2010,ESTRACE VAGINAL CREAM
004303754,2018,ESTRADIOL
004306201,2010,FEMRING VAGINAL RING
004306201,2018,ESTRADIOL ACETATE
004306202,2004,FERMRING VAGINAL RING
004306202,2007,FEMRING VAGINAL RING
004306202,2010,FEMRING
004306202,2018,ESTRADIOL ACETATE
004401185,2010,BENZONATATE SOFTGELS
004401185,2018,BENZONATATE
004401282,2010,CIMETIDINE TABLET
004401282,2018,CIMETIDINE
004401385,2010,DICYCLOMINE HCL TABLET
004401385,2017,DICYCLOMINE HYDROCHLORIDE
004401595,2010,HYDROCHLOROTHIAZIDE TABLETS
004401595,2018,HYDROCHLOROTHIAZIDE
004401655,2010,ISONIAZID TABLETS
004401655,2018,ISONIAZID
004401740,2010,METHOCARBAMOL TABLETS
004401740,2018,METHOCARBAMOL
004401852,2010,NAPROXEN TABLETS
004401852,2018,NAPROXEN
004401866,2010,NITROFURANTON CAPSULES
004401866,2018,NITROFURANTOIN MACROCRYSTALS
004402070,2010,PHENAZOPYRIDINE HYDROCHLORIDE TABLETS
004402070,2018,PHENAZOPYRIDINE
004402406,2010,SULFAMETHOXAZOLE AND TRIMETHORPRIM TABLETS
004402406,2018,SULFAMETHOXAZOLE AND TRIMETHOPRIM
004407026,2010,ACETAMINOPHEN AND CODEINE TABLETS
004407026,2018,ACETAMINOPHEN AND CODEINE PHOSPHATE
004407100,2010,AMOXICILLIN CAPSULES
004407100,2018,AMOXICILLIN
004407105,2003,AMOXICILLIN TABLETS
004407105,2010,AMOXICILLIN CAPSULES
004407183,2010,BELLADONNA ALK PB TABLETS
004407183,2018,BELLADONNA ALKALOIDS WITH PHENOBARTBITAL
004407185,2010,BENZONATATE CAPSULES
004407185,2018,BENZONATATE
004407300,2010,CLINDAMYCIN HCL CAPSULES
004407300,2018,CLINDAMYCIN HYDROCHLORIDE
004407350,2010,CYCLOBENZAPRINE HCL TABLETS
004407350,2018,CYCLOBENZAPRINE HYDROCHLORIDE
004407380,2010,DICLOXACILLIN SODIUM CAPSULES
004407380,2018,DICLOXACILLIN SODIUM
004407481,2010,DOXYCYCLINE CAPSULES
004407481,2018,DOXYCYCLINE HYCLATE
004407483,2010,DOXCYCLINE HYCLATE TABLETS
004407483,2018,DOXYCYCLINE HYCLATE
004407573,2001,GUAIFENESIN TABLETS
004407573,2010,GUAIFENESIN LA TABLETS
004407610,2010,ACETAMINOPHEN AND HYDROCODONE TABLETS
004407610,2018,HYDROCODONE BITARTRATE AND ACETAMINOPHEN
004407655,2010,ISONIAZID TABLETS
004407655,2018,ISONIAZID
004407674,2010,LISIOPRIL TABLETS
004407674,2018,LISINOPRIL
004407852,2010,NAPROXEN TABLETS
004407852,2018,NAPROXEN
004408055,2010,PENICILLIN V POTASSIUM TABLETS
004408055,2018,PENICILLIN V POTASSIUM
004408056,2010,PENICILLIN V POTASSIUM TABLETS
004408056,2018,PENICILLIN V POTASSIUM
004408110,2004,POTASSIUM CHLORIDE TABLETS
004408110,2010,POTASSIUM CHLORIDE E R TABLETS
004408110,2018,POTASSIUM CHLORIDE
004408165,2010,PREDNISONE TABLETS
004408165,2018,PREDNISONE
004408167,2010,PREDNISONE TABLETS
004408167,2018,PREDNISONE
004408190,2010,PROCHLORPERAZINE MALEATE TABLETS
004408190,2018,PROCHLORPERAZINE MALEATE
004408195,2010,PROMETHAZINE HCL TABLETS
004408195,2018,PROMETHAZINE HYDROCHLORIDE
004408255,2001,CHLOR/PSEUDO CAPSULES EXTENDED RELEASE
004408255,2010,CHLOR PSEUDO CAPSULES EXTENDED RELEASE
004408300,2010,RANITIDINE TABLETS
004408300,2018,RANITIDINE
004408475,2010,TEMAZEPAM CAPSULES
004408475,2018,TEMAZEPAM
004408476,2010,TEMAZEPAM CAPSULES
004408476,2018,TEMAZEPAM
004408505,2010,TETRACYCLINE HCL CAPSULES
004408505,2018,TETRACYCLINE HYDROCHLORIDE
004510490,2003,DYNABAC TABLETS
004510490,2006,DYNABAC TABLETS DELAYED RELEASE
004560040,2010,THYROLAR TABLETS 1/4
004560040,2018,"LIOTHYRONINE SODIUM, LEVOTHYROXINE SODIUM"
004560045,2010,THYROLAR TABLETS 1/2
004560045,2018,"LIOTHYRONINE SODIUM, LEVOTHYROXINE SODIUM"
004560050,2010,THYROLAR TABLETS 1
004560050,2018,"LIOTHYRONINE SODIUM, LEVOTHYROXINE SODIUM"
004560055,2010,THYROLAR TABLETS 2
004560055,2018,"LIOTHYRONINE SODIUM, LEVOTHYROXINE SODIUM"
004560060,2010,THYROLAR TABLETS 3
004560060,2018,"LIOTHYRONINE SODIUM, LEVOTHYROXINE SODIUM"
004560457,2010,ARMOUR THYROID TABLETS
004560457,2012,THYROID
004560457,2018,"THYROID, PORCINE"
004560458,2009,ARMOUR THYROID TABLETS
004560458,2012,THYROID
004560458,2018,"THYROID, PORCINE"
004560459,2009,ARMOUR THYROID TABLETS
004560459,2012,THYROID
004560459,2018,"THYROID, PORCINE"
004560460,2010,ARMOUR THYROID TABLETS
004560460,2012,THYROID
004560460,2018,"THYROID, PORCINE"
004560461,2009,ARMOUR THYROID TABLETS
004560461,2012,THYROID
004560461,2018,"THYROID, PORCINE"
004560462,2009,ARMOUR THYROID TABLETS
004560462,2012,THYROID
004560462,2018,"THYROID, PORCINE"
004560463,2010,ARMOUR THYROID TABLETS
004560463,2012,THYROID
004560463,2018,"THYROID, PORCINE"
004560464,2010,ARMOUR THYROID TABLETS
004560464,2012,THYROID
004560464,2018,"THYROID, PORCINE"
004560678,2010,ESGIC PLUS TABLETS
004560678,2014,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE"
004560679,2010,ESGIC PLUS CAPSULES
004560679,2015,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE"
004561320,2010,LEVOTHROID TABLETS
004561320,2013,LEVOTHYROXINE SODIUM
004561321,2010,LEVOTHROID TABLETS
004561321,2013,LEVOTHYROXINE SODIUM
004561322,2010,LEVOTHROID TABLETS
004561322,2013,LEVOTHYROXINE SODIUM
004561323,2010,LEVOTHROID TABLETS
004561323,2013,LEVOTHYROXINE SODIUM
004561324,2010,LEVOTHROID TABLETS
004561324,2013,LEVOTHYROXINE SODIUM
004561325,2010,LEVOTHROID 150 MCG TABLETS
004561325,2013,LEVOTHYROXINE SODIUM
004561326,2010,LEVOTHROID 175 MCG TABLETS
004561326,2013,LEVOTHYROXINE SODIUM
004561327,2010,LEVOTHROID 200 MCG TABLETS
004561327,2013,LEVOTHYROXINE SODIUM
004561328,2010,LEVOTHROID 300 MCG
004561328,2013,LEVOTHYROXINE SODIUM
004561329,2010,LEVOTHROID TABLETS
004561329,2013,LEVOTHYROXINE SODIUM
004561330,2010,LEVOTHROID TABLETS
004561330,2013,LEVOTHYROXINE SODIUM
004561331,2010,LEVOTHROID TABLETS
004561331,2013,LEVOTHYROXINE SODIUM
004561402,2009,BYSTOLIC NEBIVOLOL TABLETS
004561402,2010,BYSTOLIC TABLETS
004561402,2018,NEBIVOLOL HYDROCHLORIDE
004561405,2009,BYSTOLIC NEBIVOLOL TABLETS
004561405,2010,BYSTOLIC TABLETS
004561405,2018,NEBIVOLOL HYDROCHLORIDE
004561410,2009,BYSTOLIC NEBIVOLOL TABLETS
004561410,2010,BYSTOLIC TABLETS
004561410,2018,NEBIVOLOL HYDROCHLORIDE
004561420,2010,BYSTOLIC TABLETS
004561420,2018,NEBIVOLOL HYDROCHLORIDE
004561500,2010,SAVELLA TABLETS TITRATION PACK KIT
004561500,2018,MILNACIPRAN HYDROCHLORIDE
004561510,2010,SAVELLA TABLETS
004561510,2018,MILNACIPRAN HYDROCHLORIDE
004561512,2010,SAVELLA TABLETS
004561512,2018,MILNACIPRAN HYDROCHLORIDE
004561525,2010,SAVELLA TABLETS
004561525,2018,MILNACIPRAN HYDROCHLORIDE
004561550,2010,SAVELLA TALBETS
004561550,2018,MILNACIPRAN HYDROCHLORIDE
004562005,2010,LEXAPRO TABLETS
004562005,2018,ESCITALOPRAM OXALATE
004562010,2010,LEXAPRO TABLETS
004562010,2018,ESCITALOPRAM OXALATE
004562020,2010,LEXAPRO TABLETS
004562020,2018,ESCITALOPRAM OXALATE
004562101,2010,LEXAPRO SOLUTION
004562101,2018,ESCITALOPRAM OXALATE
004562612,2010,TIAZAC CAPSULES EXTENDED RELEASE
004562612,2014,DILTIAZEM HYDROCHLORIDE
004562613,2010,TIAZAC CAPSULES EXTENDED RELEASE
004562613,2014,DILTIAZEM HYDROCHLORIDE
004562614,2010,TIAZAC CAPSULES EXTENDED RELEASE
004562614,2014,DILTIAZEM HYDROCHLORIDE
004562615,2010,TIAZAC CAPSULES EXTENDED RELEASE
004562615,2014,DILTIAZEM HYDROCHLORIDE
004562616,2010,TIAZAC CAPSULES EXTENDED RELEASE
004562616,2014,DILTIAZEM HYDROCHLORIDE
004562617,2010,TIAZAC CAPSULES EXTENDED RELEASE
004562617,2014,DILTIAZEM HYDROCHLORIDE
004563200,2005,NAMENDA TITRATION PAK KIT
004563200,2010,NAMENDA MEMANTINE HCI TABLETS PATIENT STARTER KIT
004563200,2018,MEMANTINE HYDROCHLORIDE
004563202,2010,NAMENDA ORAL SOLUTION
004563202,2017,MEMANTINE HYDROCHLORIDE
004563205,2010,NAMENDA TABLETS
004563205,2018,MEMANTINE HYDROCHLORIDE
004563210,2010,NAMENDA TABLETS
004563210,2018,MEMANTINE HYDROCHLORIDE
004563330,2010,CAMPRAL TABLETS
004563330,2015,ACAMPROSATE CALCIUM
004564010,2005,CELEXA CITALOPRAM HBR TABLETS
004564010,2010,CELEXA TABLETS
004564010,2018,CITALOPRAM HYDROBROMIDE
004564020,2010,CELEXA TABLETS
004564020,2018,CITALOPRAM HYDROBROMIDE
004564040,2010,CELEXA TABLETS
004564040,2018,CITALOPRAM HYDROBROMIDE
004564123,2010,CERVIDIL VAGINAL INSERT
004564123,2015,DINOPROSTONE
004564130,2009,CELEXA ORAL SOLUTION
004564130,2013,CITALOPRAM HYDROBROMIDE
004564300,2010,MONUROL GRANULES
004564300,2018,FOSFOMYCIN TROMETHAMINE
004620153,2010,PANDEL CREAM
004620153,2015,HYDROCORTISONE PROBUTATE
004620162,2010,TEMOVATE OINTMENT
004620162,2016,CLOBETASOL PROPIONATE
004620163,2010,TEMOVATE CREAM
004620163,2016,CLOBETASOL PROPIONATE
004620263,2010,ACLOVATE CREAM
004620263,2018,ALCLOMETASONE DIPROPIONATE
004620269,2010,TEMOVATE SCALP APPLICATION SOLUTION
004620269,2018,CLOBETASOL PROPIONATE
004620277,2010,CLINDAMAX VAGINAL CREAM
004620277,2018,CLINDAMYCIN PHOSPHATE
004620293,2010,TEMOVATE GEL
004620293,2018,CLOBETASOL PROPIONATE
004620301,2010,TEMOVATE E CREAM
004620301,2016,CLOBETASOL PROPIONATE
004620332,2010,CUTIVATE CREAM
004620332,2013,FLUTICASONE PROPIONATE
004620333,2010,CUTIVATE OINTMENT
004620333,2013,FLUTICASONE PROPIONATE
004620346,2010,ZAZOLE VAGINAL CREAM
004620346,2018,TERCONAZOLE
004620347,2010,ZAZOLE VAGINAL CREAM
004620347,2018,TERCONAZOLE
004620358,2010,OXISTAT CREAM
004620358,2016,OXICONAZOLE NITRATE
004620359,2010,OXISTAT LOTION
004620359,2016,OXICONAZOLE NITRATE
004620390,2010,CLINDAMAX GEL
004620390,2018,CLINDAMYCIN PHOSPHATE
004620391,2010,CLINDAMAX LOTION
004620391,2018,CLINDAMYCIN PHOSPHATE
004620392,2010,LOKARA LOTION
004620392,2018,DESONIDE
004620394,2010,APEXICON OINTMENT
004620394,2018,DIFLORASONE DIACETATE OINTMENT
004620395,2010,APEXICON E CREAM
004620395,2015,DIFLORASONE DIACETATE
004620434,2010,CUTIVATE LOTION
004620434,2018,FLUTICASONE PROPIONATE
004631094,2003,HYDROXOCOBALAMIN
004631094,2010,HYDROXOCOBALAMIN INJECTION
004636145,2010,PHENOBARBITAL TABLETS
004636145,2018,PHENOBARBITAL
004636155,2010,PREDNICOT TABLETS
004636155,2018,PREDNISONE
004636160,2010,PHENOBARBITAL TABLETS
004636160,2018,PHENOBARBITAL
004637500,2010,PHENDIMETRAZINE TARTRATE TABLETS
004637500,2018,PHENDIMETRAZINE TARTRATE
004638000,2010,PHENDIMETRAZINE TARTRATE TABLETS
004638000,2018,PHENDIMETRAZINE TARTRATE
004638500,2010,PHENDIMETRAZINE TARTRATE TABLETS
004638500,2018,PHENDIMETRAZINE TARTRATE
004690021,2010,AMEVIVE ADMISTRATION PACK FOR INTRAMUSCULAR ADMINISTRATION KIT
004690021,2012,ALEFACEPT
004690420,2002,MULTILYTE 40 INJECTION
004690420,2018,ISAVUCONAZONIUM SULFATE
004690607,2010,PROGRAF CAPSULES
004690607,2018,TACROLIMUS
004690617,2010,PROGRAF CAPSULES
004690617,2018,TACROLIMUS
004690657,2010,PROGRAF CAPSULES
004690657,2018,TACROLIMUS
004690871,2010,ADENOSCAN INJECTION
004690871,2018,ADENOSINE
004691602,2010,VAPRISOL INJECTION
004691602,2010,VAPRISOL PREMIXED IN DEXTROSE INJECTION
004691602,2014,CONIVAPTAN HYDROCHLORIDE
004693016,2010,PROGRAF FOR INJECTION
004693016,2018,TACROLIMUS
004693051,2010,AMBISOME INJECTION
004693051,2018,AMPHOTERICIN B
004693211,2010,MYCAMINE FOR INJECTION SOLUTION
004693211,2018,MICAFUNGIN SODIUM
004693250,2007,MYCAMINE INJECTION
004693250,2010,MYCAMINE FOR INJECTION
004693250,2018,MICAFUNGIN SODIUM
004693525,2010,VIBATIV INJECTION
004693525,2015,TELAVANCIN HYDROCHLORIDE
004693575,2010,VIBATIV INJECTION
004693575,2015,TELAVANCIN HYDROCHLORIDE
004695201,2010,PROTOPIC OINTMENT
004695201,2018,TACROLIMUS
004695202,2010,PROTOPIC OINTMENT
004695202,2018,TACROLIMUS
004696501,2010,LEXISCAN INJECTION
004696501,2018,REGADENOSON
004698234,2010,ADENOCARD INJECTION
004698234,2018,ADENOSINE
004720013,2010,GRISEOFULVIN ORAL SUSPENSION
004720013,2013,GRISEOFULVIN (MICROSIZE)
004720013,2018,GRISEOFULVIN
004720082,2010,ACYCLOVIR SUSPENSION ORAL
004720082,2018,ACYCLOVIR
004720117,2010,TRETINOIN CREAM
004720117,2018,TRETINOIN
004720150,2010,NYSTATIN AND TRIAMCINOLONE ACETONIDE CREAM USP
004720150,2018,NYSTATIN AND TRIAMCINOLONE ACETONIDE
004720155,2010,NYSTATIN AND TRIAMCINOLONE ACETONIDE OINTMENT
004720155,2018,NYSTATIN AND TRIAMCINOLONE ACETONIDE
004720163,2010,NYSTATIN CREAM USP
004720163,2018,NYSTATIN
004720166,2010,NYSTATIN OINTMENT
004720166,2018,NYSTATIN
004720235,2010,LEVETIRACETAM ORAL SOLUTION
004720235,2018,LEVETIRACETAM
004720242,2010,PERMETHRIN CREAM
004720242,2018,PERMETHRIN
004720321,2010,HYDROCORTISONE CREAM USP
004720321,2018,HYDROCORTISONE
004720337,2010,HYDROCORTISONE CREAM USP
004720337,2018,HYDROCORTISONE
004720370,2010,BETAMETHASONE VALERATE CREAM USP
004720370,2018,BETAMETHASONE VALERATE
004720371,2010,BETAMETHASONE VALERATE OINTMENT USP
004720371,2018,BETAMETHASONE VALERATE
004720379,2010,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE CREAM USP
004720379,2018,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE
004720380,2010,BETAMETHASONE DIPROPIONATE CREAM USP
004720380,2018,BETAMETHASONE DIPROPIONATE
004720381,2010,BETAMETHASONE DIPROPIONATE OINTMENT
004720381,2018,BETAMETHASONE DIPROPIONATE
004720382,2010,BETAMETHASONE DIPROPIONATE OINTMENT AUGMENTED
004720382,2018,BETAMETHASONE DIPROPIONATE
004720383,2010,RANITIDINE SYRUP
004720383,2017,RANITIDINE
004720400,2007,CLOBETASOL PROPIONATE CREAM USP
004720400,2018,CLOBETASOL PROPIONATE
004720402,2007,CLOBETASOL PROPIONATE TOPICAL SOLUTION
004720402,2018,CLOBETASOL PROPIONATE
004720755,2005,CYPROHEPTADINE HYDROCHLORIDE
004720755,2010,CYPROHEPTADINE HYDROCHLORIDE SOLUTION
004720802,2002,PAREGORIC
004720802,2010,PAREGORIC LIQUID
004720803,2010,DESONIDE LOTION
004720803,2013,DESONIDE LOTION 0.05%
004720803,2018,DESONIDE
004720825,2010,ALBUTEROL SULFATE SYRUP
004720825,2018,ALBUTEROL SULFATE
004720829,2010,FLUOCINONIDE TOPICAL SOLUTION
004720829,2018,FLUOCINONIDE
004720882,2005,ACETASOL HC
004720882,2010,ACETASOL HC SOLUTION
004720882,2017,HYDORCORTISONE AND ACETIC ACID
004720882,2018,HYDROCORTISONE AND ACETIC ACID
004720911,2010,METRONIDAZOLE TOPICAL CREAM
004720911,2017,"METRONIDAZOLE TOPICAL CREAM, 0.75%"
004720912,2010,METRONIDAZOLE LOTION
004720912,2013,METRONIDAZOLE LOTION 0.75%
004720912,2015,METRONIDAZOLE
004720987,2003,CLINDAMYCIN PHOSPHATE SOLUTION TOPICAL
004720987,2018,CLINDAMYCIN PHOSPHATE
004721000,2002,POTASSIUM CHLORIDE ORANGE
004721000,2010,POTASSIUM CHLORIDE ORAL SOLUTION
004721030,2010,HYDROMET SYRUP
004721030,2014,HYDROCODONE BITARTATE AND HOMATROPINE METHYLBROMIDE
004721030,2018,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE
004721270,2010,IBUPROFEN SUSPENSION ORAL USP
004721270,2018,IBUPROFEN
004721320,2004,NYSTATIN SUSPENSION ORAL
004721320,2010,NYSTATIN ORAL SUSPENSION
004721326,2010,HYDROCORTISONE OINTMENT USP
004721326,2017,HYDROCORTISONE
004721400,2010,CYPROHEPTADINE HYDROCHLORIDE SYRUP
004721400,2018,CYPROHEPTADINE HYDROCHLORIDE
004721540,2002,THEOLATE
004721540,2010,THEOLATE LIQUID
004721627,2010,PROMETHAZINE WITH CODEINE SYRUP COUGH
004721627,2017,PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE
004721628,2010,PROMETH VC PLAIN
004721628,2017,PROMETHAZINE HYDROCHLORIDE AND PHENYLEPHRINE HYDROCHLORIDE
004721629,2010,PROMETH VC WITH CODEINE COUGH SYRUP
004721629,2012,PROMETHAZINE HYDROCHLORIDE PHENYLEPHRINE HYDROCHLORIDE AND CODEINE PHOSPHATE
004721629,2017,"PROMETHAZINE HYDROCHLORIDE, PHENYLEPHRINE HYDROCHLORIDE AND CODEINE PHOSPHATE"
004721630,2010,PROMETH WITH DEXTROMETHORPHAN SYRUP COUGH
004721630,2015,"PROMETHAZINE HYDROCHLORIDE, DEXTROMETHORPHAN HYDROBROMIDE"
004721738,2010,MICONAZOLE NITRATE VAGINAL SUPPOSITORIES
004721738,2018,MICONAZOLE NITRATE
004723901,2003,FLUOCINONIDE CREAM USP
004723901,2018,FLUOCINONIDE
004725002,2010,PHENYTOIN ORAL SOLUTION
004725002,2017,PHENYTOIN
004800109,2009,CARBAMAZEPINE TABLETS USP
004800109,2010,CARBAMAZEPINE TABLETS
004800132,2010,LAMOTRIGINE CHEWABLE TABLETS
004800132,2010,LAMOTRIGINE TABLETS
004800149,2010,NAPROXEN TABLETS
004800149,2010,NAPROXEN TABLETS USP
004800319,2009,DILTIAZEM HYDROCHLORIDE TABLETS USP
004800319,2010,DILTIAZEM HYDROCHLORIDE TABLETS
004800670,2010,GEMFIBROZIL TABLETS
004800670,2010,GEMFIBROZIL TABLETS USP
004800756,2010,PIROXICAM CAPSULES
004800756,2010,PIROXICAM CAPSULES USP
004800757,2010,PIROXICAM CAPSULES
004800757,2010,PIROXICAM CAPSULES USP
004800778,2010,CARBAMAZEPINE CHEWABLE TABLETS
004800778,2010,CARBAMAZEPINE TABLETS CHEWABLE
004800833,2009,CLONAZEPAM TABLETS USP
004800833,2010,CLONAZEPAM TABLETS
004801045,2007,QUINAPRIL HYDROCHLORIDE TABLETS
004801045,2010,QUINAPRIL TABLETS
004801048,2009,METFORMIN HYDROCHLORIDE TABLETS
004801048,2010,METFORMIN HYDROCHLORIDE TABLETS FILM COATED
004801049,2009,METFORMIN HYDROCHLORIDE TABLETS
004801049,2010,METFORMIN HYDROCHLORIDE TABLETS FILM COATED
004801050,2007,QUINAPRIL HYDROCHLORIDE TABLETS FILM COATED
004801050,2009,QUINAPRIL  TABLETS FILM COATED
004801050,2010,QUINAPRIL TABLETS FILM COATED
004801051,2007,QUINAPRIL HYDROCHLORIDE TABLETS FILM COATED
004801051,2010,QUINAPRIL TABLETS FILM COATED
004801053,2007,QUINAPRIL HYDROCHLORIDE TABLETS FILM COATED
004801053,2010,QUINAPRIL TABLETS FILM COATED
004807146,2010,AZITHROMYCIN TABLETS
004807146,2012,AZITHROMYCIN
004807169,2010,AZITHROMYCIN TABLETS
004807169,2012,AZITHROMYCIN
004807192,2001,CEFUROXINE POWDER FOR INJECTION USP
004807192,2010,CEFUROXIME POWDER FOR INJECTION
004807214,2009,METFORMIN HYDROCHLORIDE TABLETS
004807214,2010,METFORMIN HYDROCHLORIDE TABLETS FILM COATED
